Profile,Latitude,Longitude,grid_id,spatial_fold
73,18.44180556,109.93675,3021,2
74,18.47688889,109.8558889,3021,2
75,18.66577778,109.2072222,3021,2
76,18.39338889,110.0500833,3022,1
77,18.46738889,108.8761944,3021,2
78,18.29658333,109.60375,3021,2
79,18.74016667,109.4755278,3021,2
80,18.74055556,109.5811667,3021,2
81,19.80327778,109.9325278,3021,2
82,19.66244444,109.7256667,3021,2
83,18.77930556,108.6917222,3021,2
84,19.99194444,109.7142778,3021,2
85,18.39761111,109.1688333,3021,2
86,19.79844444,109.3458333,3021,2
87,18.35438889,109.3266667,3021,2
88,19.44544444,109.2358889,3021,2
89,19.60511111,109.1287778,3021,2
90,19.38222222,109.0887778,3021,2
91,19.66522222,109.9986944,3021,2
92,19.53952778,109.4604444,3021,2
93,19.90744444,109.7295556,3021,2
94,19.54547222,109.5579167,3021,2
95,19.10816667,108.7320833,3021,2
96,18.42277778,109.1881667,3021,2
97,19.21230556,109.5590833,3021,2
98,19.56611111,109.8515278,3021,2
99,19.54022222,110.0465,3022,1
100,19.07419444,109.4078889,3021,2
101,18.61622222,109.9065556,3021,2
102,19.45566667,110.0268611,3022,1
103,19.3295,110.0686667,3022,1
104,19.68336111,110.0715833,3022,1
105,19.67886111,109.7374444,3021,2
106,18.53252778,109.4696944,3021,2
107,19.93108333,110.1223889,3022,1
108,18.65486111,109.9546944,3021,2
109,19.58041667,109.6934167,3021,2
110,18.35344444,109.1772778,3021,2
111,18.37572222,109.6049722,3021,2
112,19.44216667,109.2115833,3021,2
113,19.04186111,109.7860278,3021,2
114,18.50247222,109.2647778,3021,2
115,18.55958333,108.7526111,3021,2
116,19.09736111,109.5645278,3021,2
117,19.38563889,109.0509444,3021,2
118,18.50613889,109.6301111,3021,2
119,19.59205556,109.3510556,3021,2
120,19.906,109.7477778,3021,2
121,19.57347222,109.3685278,3021,2
122,18.61838889,108.7145833,3021,2
123,19.71794444,109.4596944,3021,2
124,19.10138889,108.7298889,3021,2
125,19.39775,109.6147222,3021,2
126,19.10922222,108.8483889,3021,2
127,19.92016667,109.7361667,3021,2
128,19.152,109.4967222,3021,2
129,19.66952778,109.2344444,3021,2
130,19.33333333,108.6833333,3021,2
131,22.11305556,112.7752778,4022,1
132,21.5825,111.585,4022,1
133,20.47388889,110.4122222,4022,1
134,22.73722222,113.4738889,4022,1
135,21.43111111,110.7141667,4022,1
136,22.33555556,112.6266667,4022,1
137,21.75611111,110.6913889,4022,1
138,21.75694444,110.9302778,4022,1
139,22.56972222,112.0061111,4022,1
140,22.33861111,111.9063889,4022,1
141,22.57083333,112.9286111,4022,1
142,22.39722222,111.0483333,4022,1
143,22.07777778,113.1961111,4022,1
144,22.62361111,113.5966667,4022,1
145,22.30222222,113.2038889,4022,1
146,21.45777778,110.6655556,4022,1
147,21.88694444,111.8944444,4022,1
148,22.80222222,113.4341667,4022,1
149,21.82638889,112.1486111,4022,1
150,22.73166667,111.4686111,4022,1
151,22.40444444,111.9041667,4022,1
152,21.74111111,110.8572222,4022,1
153,20.48277778,110.3358333,4022,1
154,21.91777778,111.8433333,4022,1
155,22.35638889,113.4125,4022,1
156,21.48666667,110.9344444,4022,1
157,21.92138889,112.2172222,4022,1
158,21.48833333,110.6836111,4022,1
159,22.66861111,111.4263889,4022,1
160,21.21194444,110.2283333,4022,1
161,22.08111111,110.8577778,4022,1
162,22.49416667,110.8975,4022,1
163,22.58333333,111.6433333,4022,1
164,22.32361111,111.0288889,4022,1
165,22.19527778,112.4780556,4022,1
166,22.78083333,115.8316667,4023,1
167,22.77944444,111.4819444,4022,1
168,22.15041667,110.2673333,4022,1
169,22.15833333,110.2523056,4022,1
170,22.68063889,110.3635556,4022,1
171,18.88183333,110.4583333,3022,1
172,19.83961111,110.3700556,3022,1
173,19.80805556,110.2504722,3022,1
174,19.59577778,110.6994444,3022,1
175,19.71188889,110.8266389,3022,1
176,19.81444444,110.3829722,3022,1
177,19.99805556,110.6623056,3022,1
178,19.23466667,110.4021389,3022,1
179,19.23888889,110.5777778,3022,1
180,19.98277778,110.7334722,3022,1
181,19.29727778,110.5023889,3022,1
182,19.84872222,110.4009444,3022,1
183,19.92577778,110.2069444,3022,1
184,18.95791667,110.3399167,3022,1
185,19.86091667,110.7438889,3022,1
186,27.43888889,88.9,5017,1
187,27.43844444,88.91813889,5017,1
188,24.3847,97.98384,4019,3
189,24.06599,97.96277,4019,3
190,24.04199,97.85522,4019,3
191,26.86302778,104.2525,5020,4
192,26.92722222,104.2480833,5020,4
193,26.90533333,104.2899722,5020,4
194,26.91977778,104.2581944,5020,4
195,26.86522222,104.2330278,5020,4
196,26.88036111,104.2843889,5020,4
197,27.09536111,102.7060278,5020,4
198,26.56736111,102.4191111,5020,4
199,26.6155,102.2556944,5020,4
200,26.80180556,102.0353333,5020,4
201,27.02011111,102.7596389,5020,4
202,27.12116667,102.244,5020,4
203,27.42819444,101.4893889,5020,4
204,26.95555556,102.1514722,5020,4
205,27.12397222,102.2389167,5020,4
206,26.89072222,101.5046667,5020,4
207,27.09438889,102.2308056,5020,4
208,26.91077778,101.5148056,5020,4
209,26.49758333,101.8229167,5020,4
210,26.58252778,102.4860278,5020,4
211,26.561,102.3138333,5020,4
212,26.49727778,101.7956667,5020,4
213,26.67677778,102.6207222,5020,4
214,24.65978,102.91616,4020,0
215,23.6418,102.5558,4020,0
216,25.3945,100.43546,5020,4
217,25.71438,100.26404,5020,4
218,23.953056,100.100556,4020,0
219,24.71664,101.6332,4020,0
220,23.501111,99.827222,4019,3
221,25.1692,101.24839,5020,4
222,26.93428,100.21301,5020,4
223,24.9343,101.4993,4020,0
224,24.8319,103.1708,4020,0
225,25.27873,101.55521,5020,4
226,26.245018,99.992566,5019,0
227,25.86444,100.59758,5020,4
228,23.476085,98.914833,4019,3
229,25.04585,100.52189,5020,4
230,25.1764,103.6963,5020,4
231,24.03703,100.84338,4020,0
232,24.3323,102.7524,4020,0
233,27.41209,99.82693,5019,0
234,25.21663,98.49185,5019,0
235,24.75784,104.11103,4020,0
236,25.60412,101.86384,5020,4
237,27.3443,103.7393,5020,4
238,25.604358,101.849051,5020,4
239,25.43601,100.59501,5020,4
240,27.2796,103.666367,5020,4
241,27.00606,100.2147,5020,4
242,23.566,104.078,4020,0
243,24.9293,100.48978,4020,0
244,26.40586,104.20216,5020,4
245,26.06166,100.12775,5020,4
246,23.82142,101.78486,4020,0
247,25.0976,103.38295,5020,4
248,23.5949,103.8916,4020,0
249,23.09015,103.16876,4020,0
250,23.5789,102.8751,4020,0
251,26.832934,100.083525,5020,4
252,25.9391,103.73506,5020,4
253,24.26007,102.14857,4020,0
254,25.3706,103.8435,5020,4
255,24.01814,104.20226,4020,0
256,25.3589,103.3964,5020,4
257,26.75889,99.98824,5019,0
258,23.9358,102.1724,4020,0
259,24.11998,104.16709,4020,0
260,23.1067,101.5327,4020,0
261,25.3963,102.62849,5020,4
262,24.46259,98.59456,4019,3
263,26.3935,99.3883,5019,0
264,23.6933,101.2524,4020,0
265,23.0908,101.5991,4020,0
266,24.44873,103.016448,4020,0
267,26.76368,100.0078,5020,4
268,24.52998,99.34814,4019,3
269,27.250704,103.671604,5020,4
270,26.01382,101.085777,5020,4
271,25.93974,100.59207,5020,4
272,25.8466,101.8205,5020,4
273,26.58732,101.28589,5020,4
274,24.60789,100.50085,4020,0
275,25.34396,100.49789,5020,4
276,23.526799,98.97514,4019,3
277,26.269486,103.99995,5020,4
278,23.04055,102.54981,4020,0
279,26.23545,103.84964,5020,4
280,23.421,101.6254,4020,0
281,25.33809,103.08066,5020,4
282,24.013204,99.83263,4019,3
283,26.12442,103.57751,5020,4
284,25.22607,102.51208,5020,4
285,25.67772,102.85929,5020,4
286,26.159,104.10184,5020,4
287,25.77075,103.86932,5020,4
288,25.83305,99.52439,5019,0
289,24.8039,103.2728,4020,0
290,24.85909,100.47559,4020,0
291,27.32289,103.533296,5020,4
292,23.416,99.76546,4019,3
293,23.60112,102.01619,4020,0
294,25.71851,100.45169,5020,4
295,26.80025,100.42619,5020,4
296,26.7863,100.62846,5020,4
297,23.383889,99.694167,4019,3
298,25.6481,101.901,5020,4
299,25.7618,100.57779,5020,4
300,24.74734,101.98155,4020,0
301,27.42078,99.84846,5019,0
302,26.658889,99.786297,5019,0
303,24.64241,102.94734,4020,0
304,26.03963,102.82485,5020,4
305,23.66051,101.76373,4020,0
306,27.10964,100.27398,5020,4
307,24.95079,103.94293,4020,0
308,25.14934,99.16317,5019,0
309,27.1167,100.28452,5020,4
310,26.384792,103.962478,5020,4
311,24.16361,102.92287,4020,0
312,24.66423,98.80427,4019,3
313,26.97655,100.20505,5020,4
314,25.966631,100.126769,5020,4
315,23.709416,99.588471,4019,3
316,22.95948,102.44022,4020,0
317,24.23454,100.03876,4020,0
318,24.111466,99.922391,4019,3
319,26.025409,99.912682,5019,0
320,24.89497,102.04716,4020,0
321,25.63713,101.21856,5020,4
322,24.7166,101.63319,4020,0
323,24.03483,101.53385,4020,0
324,24.74627778,108.3469167,4021,0
325,24.67205556,107.8864167,4021,0
326,24.13552778,108.0162778,4021,0
327,23.77163889,107.9361111,4021,0
328,23.01497222,106.3471667,4021,0
329,23.12238889,106.5336944,4021,0
330,23.19816667,106.5396944,4021,0
331,25.24755556,107.4560833,5021,1
332,23.96961111,108.6588889,4021,0
333,25.04486111,107.35075,5021,1
334,25.29294444,109.0915,5021,1
335,25.81858333,109.8076944,5021,1
336,23.31866667,108.6442778,4021,0
337,24.48680556,108.8586111,4021,0
338,25.22827778,109.4906111,5021,1
339,25.10652778,107.1514722,5021,1
340,24.30294444,106.3315,4021,0
341,23.18069444,106.7370833,4021,0
342,23.27002778,107.5643333,4021,0
343,23.16261111,108.6470278,4021,0
344,23.74236111,106.8259722,4021,0
345,24.74177778,108.0986111,4021,0
346,25.013,108.1374167,5021,1
347,24.27275,107.1015278,4021,0
348,23.50422222,109.2334167,4021,0
349,23.23133333,109.3203333,4021,0
350,23.98625,109.8651111,4021,0
351,24.27411111,108.4748056,4021,0
352,24.59391667,107.3291111,4021,0
353,24.35388889,109.9471667,4021,0
354,23.96536111,108.6244722,4021,0
355,23.41338889,107.3952778,4021,0
356,22.91586111,109.8622222,4021,0
357,25.07986111,110.1619444,5022,2
358,24.2145,109.1946667,4021,0
359,24.14516667,108.9676389,4021,0
360,23.22052778,108.9111667,4021,0
361,23.24116667,108.8525,4021,0
362,23.82163889,106.6760556,4021,0
363,23.83838889,106.7108611,4021,0
364,23.58113889,107.2427778,4021,0
365,23.57558333,107.2495833,4021,0
366,23.53191667,109.6452222,4021,0
367,23.21086111,108.7125,4021,0
368,23.44844444,106.4882222,4021,0
369,23.97808333,107.4588611,4021,0
370,24.51627778,106.5434722,4021,0
371,25.39438889,109.4509722,5021,1
372,23.52905556,108.3330278,4021,0
373,25.36858333,107.2494444,5021,1
374,23.86547222,109.5046389,4021,0
375,23.77977778,106.7043333,4021,0
376,24.90252778,107.0178611,4021,0
377,24.45211111,106.3510833,4021,0
378,23.83630556,107.7954722,4021,0
379,24.42822222,107.9226667,4021,0
380,23.70194444,108.3813611,4021,0
381,23.26038889,107.4813889,4021,0
382,23.46719444,110.15375,4022,1
383,23.47930556,108.4353889,4021,0
384,23.51975,108.3833056,4021,0
385,23.52547222,108.3700278,4021,0
386,25.70219444,109.9936111,5021,1
387,23.73883333,108.3668056,4021,0
388,24.44588889,106.6355,4021,0
389,25.71161111,109.80375,5021,1
390,25.26666667,109.1365278,5021,1
391,23.52680556,109.1563056,4021,0
392,24.55413889,109.8661111,4021,0
393,24.65619444,107.4411389,4021,0
394,23.54638889,109.1715833,4021,0
395,23.01566667,109.6920833,4021,0
396,23.29758333,110.0946944,4022,1
397,23.6535,107.18275,4021,0
398,25.03336111,109.4534167,5021,1
399,23.52733333,110.1609444,4022,1
400,24.25322222,106.2719722,4021,0
401,23.80811111,106.8498889,4021,0
402,26.30469444,107.9821944,5021,1
403,26.02591667,106.5008333,5021,1
404,26.67116667,108.2985833,5021,1
405,27.00761111,109.16075,5021,1
406,25.84675,108.8626667,5021,1
407,26.53719444,108.1495556,5021,1
408,26.96066667,106.7244444,5021,1
409,26.42233333,106.2788611,5021,1
410,25.09427778,105.1927222,5021,1
411,26.92852778,106.6849444,5021,1
412,26.34258333,108.0872222,5021,1
413,26.98430556,104.8593056,5020,4
414,26.70366667,104.6272778,5020,4
415,25.84016667,105.2713056,5021,1
416,26.86333333,104.6533889,5020,4
417,26.94927778,104.4206667,5020,4
418,25.17877778,105.964,5021,1
419,26.46125,104.6901667,5020,4
420,26.98383333,104.8595,5020,4
421,27.04269444,104.5901111,5020,4
422,26.145,104.6021111,5020,4
423,26.97077778,104.7306389,5020,4
424,27.00058333,104.6685278,5020,4
425,27.00091667,104.6684722,5020,4
426,26.15941667,104.6226111,5020,4
427,27.07230556,108.3330278,5021,1
428,26.18983333,109.127,5021,1
429,26.83516667,109.1670278,5021,1
430,26.978,107.8215833,5021,1
431,27.01563889,106.7243889,5021,1
432,26.08077778,105.7208611,5021,1
433,27.23472222,105.4788611,5021,1
434,25.78852778,107.4600556,5021,1
435,27.25763889,105.2286111,5021,1
436,26.68011111,104.6304167,5020,4
437,25.06938889,105.2155,5021,1
438,26.93911111,107.8983056,5021,1
439,25.64408333,105.1798889,5021,1
440,26.78666667,105.79,5021,1
441,27.13733333,107.2829444,5021,1
442,25.51636111,107.8111389,5021,1
443,26.04019444,105.7274167,5021,1
444,26.39325,104.8202222,5020,4
445,25.79455556,107.4823889,5021,1
446,26.26236111,105.8263333,5021,1
447,27.18736111,105.5765556,5021,1
448,26.85908333,104.6986667,5020,4
449,25.78111111,104.8624167,5020,4
450,26.98686111,104.8492222,5020,4
451,27.08536111,108.6293333,5021,1
452,25.78916667,107.4224444,5021,1
453,26.40358333,106.9085556,5021,1
454,26.20680556,109.1111944,5021,1
455,27.30463889,109.03625,5021,1
456,27.01105556,109.1524444,5021,1
457,27.20236111,107.9029167,5021,1
458,25.75761111,107.9065278,5021,1
459,27.32402778,109.0469722,5021,1
460,25.56888889,105.1749167,5021,1
461,26.30577778,107.9856944,5021,1
462,25.90569444,108.4978611,5021,1
463,26.39875,106.9113889,5021,1
464,26.86680556,104.6650556,5020,4
465,26.74180556,107.5317222,5021,1
466,26.94938889,106.5114722,5021,1
467,27.15277778,107.9035278,5021,1
468,27.14883333,104.7748333,5020,4
469,26.99302778,105.9831389,5021,1
470,26.96580556,107.8553333,5021,1
471,27.03016667,106.8206111,5021,1
472,25.3285,105.0816944,5021,1
473,25.05138889,105.7164722,5021,1
474,24.99288889,105.7652778,4021,0
475,25.77594444,104.9019444,5020,4
476,27.15963889,104.9064167,5020,4
477,27.087,106.73375,5021,1
478,27.12927778,107.4985278,5021,1
479,25.82772222,106.1872222,5021,1
480,25.68472222,105.1511111,5021,1
481,26.114,106.6100278,5021,1
482,25.12497222,106.6142778,5021,1
483,27.22530556,105.0959167,5021,1
484,25.57072222,105.174,5021,1
485,25.80105556,105.0995556,5021,1
486,26.59466667,107.5932222,5021,1
487,26.871,104.68925,5020,4
488,25.82130556,105.2054167,5021,1
489,25.81958333,104.7438056,5020,4
490,25.158,105.0342778,5021,1
491,26.33208333,105.3752778,5021,1
492,26.5125,107.7898611,5021,1
493,25.71905556,104.6299444,5020,4
494,26.93844444,104.3893333,5020,4
495,26.10344444,107.8277778,5021,1
496,27.03636111,108.1313889,5021,1
497,25.79336111,105.0738056,5021,1
498,25.20355556,105.8962222,5021,1
499,25.83977778,108.8582778,5021,1
500,27.10472222,104.6628056,5020,4
501,26.56653,108.1265556,5021,1
502,27.45258333,106.19275,5021,1
503,25.75763889,107.9065556,5021,1
504,25.56436111,105.6459722,5021,1
505,25.67336111,105.7587778,5021,1
506,26.39347222,106.9063333,5021,1
507,26.17375,104.6318056,5020,4
508,27.36916667,109.97,5021,1
509,27.43722222,109.7163889,5021,1
510,27.00611111,109.7822222,5021,1
511,26.67,110.0791667,5022,2
512,27.44527778,109.6063889,5021,1
513,26.15,110.1355556,5022,2
514,26.69611111,109.6991667,5021,1
515,27.3368,109.2251,5021,1
516,26.29694444,109.6063889,5021,1
517,27.21279722,109.7107972,5021,1
518,25.40904,104.32082,5020,4
519,25.02617,104.48742,5020,4
520,24.95313,104.29819,4020,0
521,23.3274,104.59296,4020,0
522,23.13958,104.68442,4020,0
523,23.60248,105.61153,4021,0
524,25.41805,104.43757,5020,4
525,26.29866,104.327377,5020,4
526,23.9863,104.66776,4020,0
527,23.0325,113.5791667,4022,1
528,22.93527778,115.765,4023,1
529,23.41222222,113.7594444,4022,1
530,24.51,114.6266667,4022,1
531,23.04611111,112.6897222,4022,1
532,23.705,113.3922222,4022,1
533,25.07416667,113.6097222,5022,2
534,22.90388889,112.1422222,4022,1
535,23.44277778,115.7997222,4023,1
536,24.36388889,114.0977778,4022,1
537,23.35333333,113.3511111,4022,1
538,23.4775,113.3375,4022,1
539,24.42055556,114.5061111,4022,1
540,25.26916667,114.41,5022,2
541,24.01083333,111.9686111,4022,1
542,23.42305556,114.8188889,4022,1
543,23.08194444,114.5805556,4022,1
544,24.67777778,112.2061111,4022,1
545,24.47194444,112.6988889,4022,1
546,25.05361111,113.7575,5022,2
547,23.43305556,112.9122222,4022,1
548,23.83388889,113.4836111,4022,1
549,23.57777778,113.4963889,4022,1
550,23.71527778,114.2675,4022,1
551,23.67527778,113.4072222,4022,1
552,24.01833333,113.6186111,4022,1
553,23.02333333,113.5630556,4022,1
554,22.94027778,113.4497222,4022,1
555,22.92444444,113.5155556,4022,1
556,23.23888889,113.6313889,4022,1
557,25.18083333,114.39,5022,2
558,23.17166667,111.7988889,4022,1
559,24.52333333,114.9322222,4022,1
560,23.95111111,114.0541667,4022,1
561,24.96222222,112.5333333,4022,1
562,24.49861111,112.8319444,4022,1
563,24.21583333,113.4841667,4022,1
564,24.21305556,115.6591667,4023,1
565,24.19388889,115.4369444,4023,1
566,23.38277778,113.0677778,4022,1
567,23.44861111,113.2377778,4022,1
568,24.13666667,112.7566667,4022,1
569,23.27861111,114.0258333,4022,1
570,23.24694444,113.6372222,4022,1
571,23.15583333,113.3544444,4022,1
572,22.88277778,115.8852778,4023,1
573,24.27166667,113.5375,4022,1
574,25.14944444,114.4647222,5022,2
575,23.16833333,111.7858333,4022,1
576,22.93083333,113.8988889,4022,1
577,22.90444444,112.1427778,4022,1
578,25.33472222,114.3388889,5022,2
579,23.23638889,113.5147222,4022,1
580,24.79305556,112.26,4022,1
581,25.14972222,113.4202778,5022,2
582,25.21694444,113.4508333,5022,2
583,24.25666667,113.2713889,4022,1
584,22.96611111,112.6869444,4022,1
585,23.55583333,115.8469444,4023,1
586,25.18222222,114.4102778,5022,2
587,25.10555556,113.5316667,5022,2
588,24.68,112.2066667,4022,1
589,24.27805556,116.0241667,4023,1
590,23.105,114.0463889,4022,1
591,23.13972222,111.7827778,4022,1
592,23.28194444,114.0194444,4022,1
593,24.10472222,115.5816667,4023,1
594,23.49027778,115.8683333,4023,1
595,24.55972222,115.9283333,4023,1
596,23.40138889,114.4230556,4022,1
597,24.53277778,115.9569444,4023,1
598,25.04305556,113.7602778,5022,2
599,24.01027778,114.7825,4022,1
600,24.23916667,114.7138889,4022,1
601,24.49027778,112.8166667,4022,1
602,24.975,112.5580556,4022,1
603,23.05233333,110.4343611,4022,1
604,24.38444444,111.6485278,4022,1
605,23.26627778,111.2941944,4022,1
606,23.97008333,111.0265833,4022,1
607,25.06166667,111.3836389,5022,2
608,23.81338889,111.5416667,4022,1
609,22.99125,110.774,4022,1
610,24.96258333,110.2724167,4022,1
611,23.54127778,110.7400556,4022,1
612,23.87663889,111.0471389,4022,1
613,25.09841667,111.2494167,5022,2
614,24.47816667,111.1676667,4022,1
615,23.47780556,110.5171389,4022,1
616,25.45916667,110.3998611,5022,2
617,25.86347222,110.4938611,5022,2
618,25.84483333,110.4931944,5022,2
619,24.75380556,110.45675,4022,1
620,24.03388889,111.5942778,4022,1
621,24.93805556,110.8249722,4022,1
622,23.85277778,111.7961389,4022,1
623,24.22505556,110.8879722,4022,1
624,25.85902778,110.484,5022,2
625,22.95869444,110.8731944,4022,1
626,25.48413889,110.2776389,5022,2
627,25.86011111,110.4124167,5022,2
628,25.88308333,110.4902778,5022,2
629,25.91227778,110.4663333,5022,2
630,23.72138889,110.3663611,4022,1
631,24.65319444,110.4870278,4022,1
632,25.01136111,110.8687222,5022,2
633,23.33475,110.7888056,4022,1
634,23.04466667,110.6614722,4022,1
635,24.503,111.4323056,4022,1
636,23.81438889,111.5416389,4022,1
637,23.48863889,110.7483056,4022,1
638,26.56386667,113.92485,5022,2
639,27.25381667,113.3179,5022,2
640,26.13090028,111.5061783,5022,2
641,26.61148333,113.35905,5022,2
642,26.8389,113.35905,5022,2
643,26.00548083,113.4616019,5022,2
644,27.169,113.383,5022,2
645,26.06327,113.0807925,5022,2
646,27.23833333,111.7961944,5022,2
647,26.97402778,112.3355,5022,2
648,26.62069444,110.7386389,5022,2
649,26.98501306,111.6841064,5022,2
650,26.76280222,111.8782975,5022,2
651,26.89172222,111.2714444,5022,2
652,26.74502778,112.1368611,5022,2
653,25.87157667,112.7962272,5022,2
654,26.38111111,112.5825,5022,2
655,25.7575,112.1305556,5022,2
656,25.30805556,111.5258333,5022,2
657,25.4425,111.9936111,5022,2
658,26.71972222,112.6072222,5022,2
659,25.38388889,111.5558333,5022,2
660,25.63638889,112.4591667,5022,2
661,26.38305556,113.6569444,5022,2
662,26.73111111,112.145,5022,2
663,26.77555556,110.7027778,5022,2
664,26.96083333,111.345,5022,2
665,26.57361111,113.8802778,5022,2
666,27.43927778,111.7406111,5022,2
667,26.40916667,111.2616667,5022,2
668,27.26611111,112.975,5022,2
669,27.0725,113.3652778,5022,2
670,26.66833333,113.3163889,5022,2
671,25.53666667,112.5077778,5022,2
672,26.43436111,110.34125,5022,2
673,27.30916667,111.8613889,5022,2
674,27.24777778,113.3236111,5022,2
675,25.82455,113.8409167,5022,2
676,27.10527778,110.5158333,5022,2
677,25.09972222,110.9952778,5022,2
678,26.58313056,113.5977,5022,2
679,26.47230556,110.7255833,5022,2
680,25.33921389,112.1774639,5022,2
681,27.41822222,110.9463889,5022,2
682,27.21047222,112.4418611,5022,2
683,27.3125,112.7988611,5022,2
684,26.51749722,113.6555,5022,2
685,25.88056667,113.65625,5022,2
686,26.01121389,113.5109167,5022,2
687,26.05555556,113.0372222,5022,2
688,25.44338056,113.1123806,5022,2
689,25.54771389,113.3720667,5022,2
690,26.61416667,112.9311111,5022,2
691,25.38572222,114.2861944,5022,2
692,27.11916667,113.9648056,5022,2
693,26.693,114.2961111,5022,2
694,26.71847222,115.3691111,5023,4
695,24.62205556,114.595,4022,1
696,26.049091,114.685439,5022,2
697,25.53613889,114.7053056,5022,2
698,24.7705,115.69,4023,1
699,25.18313889,115.7466111,5023,4
700,26.22341667,115.3023889,5023,4
701,25.34741667,114.4003889,5022,2
702,25.90305556,115.6823889,5023,4
703,26.02944444,114.1041944,5022,2
704,27.08472222,115.9036111,5023,4
705,27.39325,115.7843056,5023,4
706,27.00147222,114.067,5022,2
707,26.45833333,114.5956111,5022,2
708,26.44983333,115.8516111,5023,4
709,27.41672222,115.7366111,5023,4
710,25.51622222,115.7743889,5023,4
711,25.29686111,114.8756111,5022,2
712,27.30436111,115.3823056,5023,4
713,27.02933333,115.7373056,5023,4
714,26.60561111,114.1211111,5022,2
715,27.21141667,114.3653056,5022,2
716,27.35313889,115.1286111,5023,4
717,24.7665,115.0813056,4023,1
718,27.18836111,115.877,5023,4
719,27.34931,115.7407806,5023,4
720,26.78302778,114.6203889,5022,2
721,25.86108333,114.7631111,5022,2
722,26.82472222,115.1465,5023,4
723,27.17358333,115.5313889,5023,4
724,27.05891667,115.0777222,5023,4
725,27.33725,114.8908889,5022,2
726,27.08372222,114.7786944,5022,2
727,26.98202778,114.4658889,5022,2
728,27.41875,113.8043889,5022,2
729,25.66111111,114.2797222,5022,2
730,26.09377778,116.7332778,5023,4
731,27.40527778,117.2086667,5023,4
732,25.96111111,117.7369444,5023,4
733,27.05933333,119.4056111,5023,4
734,25.41736111,117.6261667,5023,4
735,23.92152778,117.3954722,4023,1
736,26.37811111,117.8711389,5023,4
737,24.07088889,117.0784167,4023,1
738,25.74919444,119.3969722,5023,4
739,24.15502778,117.4868611,4023,1
740,26.26008333,119.4616111,5023,4
741,24.58830556,117.0525556,4023,1
742,24.39661111,117.3336389,4023,1
743,26.47058333,116.7488056,5023,4
744,25.86791667,116.1630833,5023,4
745,27.39911111,118.8309167,5023,4
746,26.6055,119.5789722,5023,4
747,26.87497222,119.9555556,5023,4
748,26.12194444,117.8798611,5023,4
749,25.81711111,117.1866111,5023,4
750,25.6055,116.7625278,5023,4
751,27.13577778,119.2685,5023,4
752,25.05358333,118.2558056,5023,4
753,24.13602778,117.54225,4023,1
754,26.9885,119.6225,5023,4
755,26.88108333,119.9422222,5023,4
756,25.07355556,116.4110833,5023,4
757,27.05808333,120.2393056,5024,3
758,27.13938889,118.6188611,5023,4
