Profile,seed,random_fold
4732,20260725,0
3205,20260725,0
4750,20260725,0
1694,20260725,0
2047,20260725,0
2281,20260725,0
4103,20260725,0
2622,20260725,0
4929,20260725,0
4308,20260725,0
2276,20260725,0
5008,20260725,0
3859,20260725,0
3046,20260725,0
4171,20260725,0
4067,20260725,0
2616,20260725,0
4547,20260725,0
2628,20260725,0
511,20260725,0
3478,20260725,0
4008,20260725,0
4170,20260725,0
1982,20260725,0
2163,20260725,0
2284,20260725,0
1003,20260725,0
5081,20260725,0
1901,20260725,0
1544,20260725,0
45,20260725,0
2154,20260725,0
5845,20260725,0
4826,20260725,0
1869,20260725,0
4381,20260725,0
1045,20260725,0
1769,20260725,0
2545,20260725,0
3279,20260725,0
3899,20260725,0
1173,20260725,0
2531,20260725,0
2904,20260725,0
5322,20260725,0
3480,20260725,0
5548,20260725,0
5037,20260725,0
2034,20260725,0
5662,20260725,0
4202,20260725,0
4668,20260725,0
2686,20260725,0
4544,20260725,0
568,20260725,0
1212,20260725,0
4529,20260725,0
5479,20260725,0
72,20260725,0
1443,20260725,0
444,20260725,0
5512,20260725,0
3769,20260725,0
4108,20260725,0
3730,20260725,0
1851,20260725,0
4725,20260725,0
2256,20260725,0
1320,20260725,0
2089,20260725,0
5348,20260725,0
5215,20260725,0
5464,20260725,0
3385,20260725,0
5381,20260725,0
1916,20260725,0
3332,20260725,0
1497,20260725,0
2308,20260725,0
3219,20260725,0
4032,20260725,0
5676,20260725,0
3752,20260725,0
4090,20260725,0
2933,20260725,0
5507,20260725,0
3881,20260725,0
4905,20260725,0
4832,20260725,0
3100,20260725,0
5716,20260725,0
5859,20260725,0
4751,20260725,0
5306,20260725,0
3932,20260725,0
4193,20260725,0
4330,20260725,0
1503,20260725,0
5132,20260725,0
2701,20260725,0
2549,20260725,0
2788,20260725,0
1005,20260725,0
3288,20260725,0
2443,20260725,0
3735,20260725,0
3190,20260725,0
1294,20260725,0
4899,20260725,0
401,20260725,0
113,20260725,0
4780,20260725,0
5226,20260725,0
3357,20260725,0
1700,20260725,0
5466,20260725,0
219,20260725,0
383,20260725,0
3142,20260725,0
5824,20260725,0
28,20260725,0
1008,20260725,0
1913,20260725,0
2340,20260725,0
5873,20260725,0
4148,20260725,0
5496,20260725,0
3141,20260725,0
857,20260725,0
5016,20260725,0
3697,20260725,0
2939,20260725,0
4617,20260725,0
487,20260725,0
5848,20260725,0
1679,20260725,0
2084,20260725,0
526,20260725,0
4539,20260725,0
3994,20260725,0
3930,20260725,0
1818,20260725,0
3797,20260725,0
930,20260725,0
1661,20260725,0
1613,20260725,0
850,20260725,0
5658,20260725,0
3377,20260725,0
3163,20260725,0
1047,20260725,0
3139,20260725,0
3701,20260725,0
2355,20260725,0
491,20260725,0
3422,20260725,0
1893,20260725,0
4075,20260725,0
4674,20260725,0
77,20260725,0
4593,20260725,0
2056,20260725,0
2983,20260725,0
722,20260725,0
4095,20260725,0
4719,20260725,0
3374,20260725,0
2912,20260725,0
5441,20260725,0
2200,20260725,0
530,20260725,0
4692,20260725,0
3971,20260725,0
1920,20260725,0
5361,20260725,0
1763,20260725,0
412,20260725,0
506,20260725,0
1038,20260725,0
5525,20260725,0
3273,20260725,0
5100,20260725,0
3344,20260725,0
5302,20260725,0
1812,20260725,0
939,20260725,0
1405,20260725,0
3438,20260725,0
2052,20260725,0
1934,20260725,0
3578,20260725,0
3555,20260725,0
3232,20260725,0
4601,20260725,0
100,20260725,0
1296,20260725,0
1761,20260725,0
234,20260725,0
5103,20260725,0
1840,20260725,0
2825,20260725,0
5244,20260725,0
5109,20260725,0
2719,20260725,0
2846,20260725,0
1432,20260725,0
1619,20260725,0
431,20260725,0
4394,20260725,0
1135,20260725,0
3764,20260725,0
5227,20260725,0
5080,20260725,0
1771,20260725,0
124,20260725,0
5141,20260725,0
5499,20260725,0
1068,20260725,0
5804,20260725,0
3069,20260725,0
2844,20260725,0
2471,20260725,0
1169,20260725,0
5262,20260725,0
2677,20260725,0
1492,20260725,0
5050,20260725,0
2142,20260725,0
2450,20260725,0
2527,20260725,0
2975,20260725,0
4134,20260725,0
3766,20260725,0
875,20260725,0
5505,20260725,0
222,20260725,0
5586,20260725,0
4470,20260725,0
5393,20260725,0
5816,20260725,0
730,20260725,0
1702,20260725,0
2524,20260725,0
1942,20260725,0
316,20260725,0
3496,20260725,0
3392,20260725,0
4896,20260725,0
1582,20260725,0
2038,20260725,0
1079,20260725,0
3497,20260725,0
2297,20260725,0
5754,20260725,0
180,20260725,0
2452,20260725,0
5574,20260725,0
126,20260725,0
4971,20260725,0
4515,20260725,0
4438,20260725,0
1257,20260725,0
1046,20260725,0
290,20260725,0
986,20260725,0
1559,20260725,0
1792,20260725,0
394,20260725,0
5773,20260725,0
482,20260725,0
1866,20260725,0
2475,20260725,0
251,20260725,0
5601,20260725,0
1187,20260725,0
4194,20260725,0
5854,20260725,0
5595,20260725,0
4987,20260725,0
4909,20260725,0
3685,20260725,0
2649,20260725,0
601,20260725,0
5297,20260725,0
1498,20260725,0
1177,20260725,0
1801,20260725,0
5623,20260725,0
2987,20260725,0
1493,20260725,0
1190,20260725,0
549,20260725,0
4123,20260725,0
3776,20260725,0
1707,20260725,0
4405,20260725,0
686,20260725,0
3897,20260725,0
5316,20260725,0
1126,20260725,0
2695,20260725,0
415,20260725,0
2843,20260725,0
3901,20260725,0
92,20260725,0
551,20260725,0
4697,20260725,0
4269,20260725,0
1712,20260725,0
4769,20260725,0
3180,20260725,0
4336,20260725,0
720,20260725,0
283,20260725,0
1870,20260725,0
2934,20260725,0
4714,20260725,0
1172,20260725,0
5138,20260725,0
5108,20260725,0
3317,20260725,0
1782,20260725,0
3864,20260725,0
3650,20260725,0
4184,20260725,0
4636,20260725,0
1929,20260725,0
1479,20260725,0
1170,20260725,0
1993,20260725,0
5165,20260725,0
1684,20260725,0
1368,20260725,0
3959,20260725,0
2188,20260725,0
3968,20260725,0
3792,20260725,0
4054,20260725,0
5007,20260725,0
130,20260725,0
4744,20260725,0
4982,20260725,0
1882,20260725,0
5401,20260725,0
4037,20260725,0
1847,20260725,0
4821,20260725,0
3834,20260725,0
3605,20260725,0
2757,20260725,0
463,20260725,0
4066,20260725,0
2759,20260725,0
3964,20260725,0
3244,20260725,0
3165,20260725,0
3893,20260725,0
4912,20260725,0
854,20260725,0
5239,20260725,0
4689,20260725,0
5206,20260725,0
3028,20260725,0
3347,20260725,0
1423,20260725,0
1080,20260725,0
2451,20260725,0
1552,20260725,0
3843,20260725,0
5261,20260725,0
2594,20260725,0
4798,20260725,0
4676,20260725,0
5853,20260725,0
4358,20260725,0
4705,20260725,0
1063,20260725,0
4575,20260725,0
3500,20260725,0
4650,20260725,0
5279,20260725,0
2717,20260725,0
1113,20260725,0
1036,20260725,0
4042,20260725,0
3329,20260725,0
4190,20260725,0
2510,20260725,0
950,20260725,0
3562,20260725,0
430,20260725,0
4081,20260725,0
5784,20260725,0
5689,20260725,0
3528,20260725,0
2539,20260725,0
75,20260725,0
3588,20260725,0
3627,20260725,0
3202,20260725,0
5205,20260725,0
1273,20260725,0
2891,20260725,0
2007,20260725,0
1448,20260725,0
2874,20260725,0
4098,20260725,0
104,20260725,0
3933,20260725,0
1157,20260725,0
4016,20260725,0
3853,20260725,0
3189,20260725,0
865,20260725,0
3402,20260725,0
4827,20260725,0
129,20260725,0
315,20260725,0
1542,20260725,0
2083,20260725,0
3183,20260725,0
2951,20260725,0
1375,20260725,0
2020,20260725,0
3158,20260725,0
4653,20260725,0
5140,20260725,0
4024,20260725,0
5552,20260725,0
921,20260725,0
2604,20260725,0
1925,20260725,0
1439,20260725,0
5546,20260725,0
3551,20260725,0
982,20260725,0
1701,20260725,0
4377,20260725,0
3147,20260725,0
2712,20260725,0
5799,20260725,0
2229,20260725,0
4956,20260725,0
1410,20260725,0
270,20260725,0
917,20260725,0
4222,20260725,0
499,20260725,0
5467,20260725,0
1762,20260725,0
205,20260725,0
3350,20260725,0
4121,20260725,0
2025,20260725,0
1549,20260725,0
4261,20260725,0
2384,20260725,0
5735,20260725,0
1815,20260725,0
4182,20260725,0
13,20260725,0
2214,20260725,0
1069,20260725,0
4100,20260725,0
5838,20260725,0
1230,20260725,0
5271,20260725,0
3805,20260725,0
3074,20260725,0
1478,20260725,0
5072,20260725,0
1810,20260725,0
3607,20260725,0
1932,20260725,0
1666,20260725,0
3678,20260725,0
233,20260725,0
2519,20260725,0
3542,20260725,0
266,20260725,0
2,20260725,0
3608,20260725,0
29,20260725,0
4239,20260725,0
310,20260725,0
445,20260725,0
2343,20260725,0
3521,20260725,0
5570,20260725,0
934,20260725,0
486,20260725,0
256,20260725,0
2082,20260725,0
1548,20260725,0
687,20260725,0
984,20260725,0
3406,20260725,0
3472,20260725,0
2852,20260725,0
384,20260725,0
3719,20260725,0
5051,20260725,0
1450,20260725,0
2764,20260725,0
4373,20260725,0
3307,20260725,0
288,20260725,0
923,20260725,0
209,20260725,0
1245,20260725,0
1221,20260725,0
5355,20260725,0
3469,20260725,0
3334,20260725,0
2304,20260725,0
5807,20260725,0
5726,20260725,0
3413,20260725,0
3378,20260725,0
789,20260725,0
3098,20260725,0
3197,20260725,0
1745,20260725,0
1616,20260725,0
421,20260725,0
2457,20260725,0
5180,20260725,0
5214,20260725,0
4420,20260725,0
1919,20260725,0
1733,20260725,0
5583,20260725,0
3514,20260725,0
1023,20260725,0
1629,20260725,0
1951,20260725,0
4560,20260725,0
1444,20260725,0
539,20260725,0
5333,20260725,0
2386,20260725,0
4816,20260725,0
4846,20260725,0
1718,20260725,0
2999,20260725,0
474,20260725,0
1910,20260725,0
2619,20260725,0
4786,20260725,0
5629,20260725,0
5161,20260725,0
1729,20260725,0
1397,20260725,0
2419,20260725,0
4482,20260725,0
5558,20260725,0
1004,20260725,0
492,20260725,0
5146,20260725,0
3961,20260725,0
5198,20260725,0
4641,20260725,0
3008,20260725,0
2381,20260725,0
3573,20260725,0
1002,20260725,0
4570,20260725,0
1560,20260725,0
4503,20260725,0
122,20260725,0
1644,20260725,0
1058,20260725,0
3535,20260725,0
3366,20260725,0
74,20260725,0
4431,20260725,0
2840,20260725,0
848,20260725,0
4621,20260725,0
4260,20260725,0
5531,20260725,0
2815,20260725,0
3888,20260725,0
2008,20260725,0
368,20260725,0
419,20260725,0
1978,20260725,0
272,20260725,0
644,20260725,0
5158,20260725,0
965,20260725,0
2390,20260725,0
4626,20260725,0
5644,20260725,0
4711,20260725,0
838,20260725,0
3362,20260725,0
3198,20260725,0
1935,20260725,0
1787,20260725,0
2830,20260725,0
2164,20260725,0
188,20260725,0
182,20260725,0
304,20260725,0
4025,20260725,0
299,20260725,0
4472,20260725,0
2509,20260725,0
1794,20260725,0
5767,20260725,0
4337,20260725,0
728,20260725,0
2580,20260725,0
701,20260725,0
5159,20260725,0
2889,20260725,0
4637,20260725,0
3667,20260725,0
3572,20260725,0
2148,20260725,0
263,20260725,0
287,20260725,0
24,20260725,0
4596,20260725,0
5362,20260725,0
3976,20260725,0
5697,20260725,0
5657,20260725,0
273,20260725,0
5107,20260725,0
3043,20260725,0
4256,20260725,0
4999,20260725,0
2114,20260725,0
4508,20260725,0
3303,20260725,0
5374,20260725,0
4677,20260725,0
5714,20260725,0
1025,20260725,0
3211,20260725,0
2707,20260725,0
1798,20260725,0
1489,20260725,0
636,20260725,0
5444,20260725,0
2555,20260725,0
3245,20260725,0
1908,20260725,0
4280,20260725,0
3262,20260725,0
1603,20260725,0
4384,20260725,0
1873,20260725,0
517,20260725,0
2589,20260725,0
442,20260725,0
4335,20260725,0
5102,20260725,0
4496,20260725,0
3809,20260725,0
1496,20260725,0
195,20260725,0
3736,20260725,0
2235,20260725,0
693,20260725,0
1945,20260725,0
2655,20260725,0
3531,20260725,0
1028,20260725,0
4886,20260725,0
3249,20260725,0
3580,20260725,0
2246,20260725,0
5443,20260725,0
2581,20260725,0
3241,20260725,0
5765,20260725,0
1943,20260725,0
389,20260725,0
2821,20260725,0
5234,20260725,0
5344,20260725,0
1912,20260725,0
3105,20260725,0
5860,20260725,0
1540,20260725,0
5456,20260725,0
1999,20260725,0
3395,20260725,0
318,20260725,0
2210,20260725,0
243,20260725,0
2697,20260725,0
3892,20260725,0
5764,20260725,0
3866,20260725,0
1067,20260725,0
2203,20260725,0
3419,20260725,0
1043,20260725,0
4736,20260725,0
3958,20260725,0
1000,20260725,0
1371,20260725,0
1331,20260725,0
2575,20260725,0
5600,20260725,0
2478,20260725,0
3655,20260725,0
2090,20260725,0
3474,20260725,0
3259,20260725,0
5278,20260725,0
1064,20260725,0
3266,20260725,0
3986,20260725,0
2431,20260725,0
1876,20260725,0
2464,20260725,0
5435,20260725,0
4226,20260725,0
4966,20260725,0
3015,20260725,0
2537,20260725,0
4789,20260725,0
3596,20260725,0
3526,20260725,0
2495,20260725,0
5651,20260725,0
2671,20260725,0
5458,20260725,0
620,20260725,0
554,20260725,0
851,20260725,0
2466,20260725,0
3884,20260725,0
2251,20260725,0
1948,20260725,0
2632,20260725,0
964,20260725,0
4031,20260725,0
2060,20260725,0
903,20260725,0
471,20260725,0
545,20260725,0
4871,20260725,0
5042,20260725,0
1393,20260725,0
634,20260725,0
2135,20260725,0
1499,20260725,0
4339,20260725,0
4669,20260725,0
3593,20260725,0
5290,20260725,0
2715,20260725,0
2183,20260725,0
4807,20260725,0
1200,20260725,0
5571,20260725,0
2168,20260725,0
2621,20260725,0
3819,20260725,0
3519,20260725,0
974,20260725,0
2962,20260725,0
4742,20260725,0
1369,20260725,0
5857,20260725,0
1309,20260725,0
4491,20260725,0
5779,20260725,0
5040,20260725,0
5235,20260725,0
2660,20260725,0
3815,20260725,0
910,20260725,0
4568,20260725,0
1543,20260725,0
4925,20260725,0
5174,20260725,0
2432,20260725,0
3789,20260725,0
3614,20260725,0
220,20260725,0
1142,20260725,0
2547,20260725,0
3310,20260725,0
2347,20260725,0
1779,20260725,0
1185,20260725,0
5841,20260725,0
1154,20260725,0
2387,20260725,0
3032,20260725,0
57,20260725,0
1325,20260725,0
5194,20260725,0
5551,20260725,0
1750,20260725,0
2291,20260725,0
5411,20260725,0
1159,20260725,0
928,20260725,0
5642,20260725,0
3536,20260725,0
5114,20260725,0
1110,20260725,0
3765,20260725,0
2901,20260725,0
1738,20260725,0
3539,20260725,0
4781,20260725,0
5407,20260725,0
3283,20260725,0
114,20260725,0
2996,20260725,0
1515,20260725,0
2211,20260725,0
3335,20260725,0
692,20260725,0
1507,20260725,0
2669,20260725,0
993,20260725,0
3801,20260725,0
4752,20260725,0
5653,20260725,0
427,20260725,0
1264,20260725,0
1578,20260725,0
1408,20260725,0
4010,20260725,0
4738,20260725,0
334,20260725,0
2899,20260725,0
2116,20260725,0
1250,20260725,0
2727,20260725,0
5371,20260725,0
5268,20260725,0
5494,20260725,0
5666,20260725,0
1087,20260725,0
1713,20260725,0
3726,20260725,0
5478,20260725,0
3527,20260725,0
5778,20260725,0
5451,20260725,0
1220,20260725,0
15,20260725,0
3164,20260725,0
4290,20260725,0
4701,20260725,0
4817,20260725,0
5248,20260725,0
1447,20260725,0
4833,20260725,0
1078,20260725,0
5628,20260725,0
33,20260725,0
3835,20260725,0
4097,20260725,0
3430,20260725,0
4762,20260725,0
2682,20260725,0
4350,20260725,0
4571,20260725,0
102,20260725,0
902,20260725,0
5263,20260725,0
2720,20260725,0
4327,20260725,0
5257,20260725,0
4643,20260725,0
3010,20260725,0
1327,20260725,0
4709,20260725,0
5052,20260725,0
694,20260725,0
1001,20260725,0
4071,20260725,0
2646,20260725,0
164,20260725,0
5818,20260725,0
3867,20260725,0
240,20260725,1
3984,20260725,1
3705,20260725,1
2570,20260725,1
5163,20260725,1
3683,20260725,1
626,20260725,1
3725,20260725,1
1446,20260725,1
98,20260725,1
2120,20260725,1
622,20260725,1
4887,20260725,1
95,20260725,1
280,20260725,1
753,20260725,1
4619,20260725,1
3250,20260725,1
1963,20260725,1
4027,20260725,1
4818,20260725,1
3037,20260725,1
2654,20260725,1
1667,20260725,1
404,20260725,1
5631,20260725,1
3229,20260725,1
3579,20260725,1
5270,20260725,1
1825,20260725,1
5351,20260725,1
3302,20260725,1
2609,20260725,1
2031,20260725,1
755,20260725,1
4144,20260725,1
2955,20260725,1
4199,20260725,1
1385,20260725,1
1322,20260725,1
5547,20260725,1
1128,20260725,1
961,20260725,1
261,20260725,1
374,20260725,1
3940,20260725,1
5722,20260725,1
959,20260725,1
199,20260725,1
1096,20260725,1
1024,20260725,1
497,20260725,1
4342,20260725,1
5627,20260725,1
3517,20260725,1
2606,20260725,1
3873,20260725,1
3979,20260725,1
4076,20260725,1
3014,20260725,1
2117,20260725,1
5284,20260725,1
4983,20260725,1
484,20260725,1
566,20260725,1
4851,20260725,1
2421,20260725,1
4900,20260725,1
3845,20260725,1
4793,20260725,1
286,20260725,1
5830,20260725,1
1107,20260725,1
2629,20260725,1
3615,20260725,1
5822,20260725,1
2201,20260725,1
4829,20260725,1
2533,20260725,1
2354,20260725,1
2339,20260725,1
1657,20260725,1
867,20260725,1
2015,20260725,1
1316,20260725,1
425,20260725,1
2130,20260725,1
5626,20260725,1
3224,20260725,1
1194,20260725,1
776,20260725,1
3254,20260725,1
2859,20260725,1
2134,20260725,1
976,20260725,1
4509,20260725,1
5301,20260725,1
2529,20260725,1
2935,20260725,1
1118,20260725,1
5498,20260725,1
800,20260725,1
2755,20260725,1
4332,20260725,1
3775,20260725,1
5474,20260725,1
4592,20260725,1
5252,20260725,1
683,20260725,1
5868,20260725,1
322,20260725,1
4944,20260725,1
2786,20260725,1
1871,20260725,1
2036,20260725,1
2093,20260725,1
1724,20260725,1
1312,20260725,1
1780,20260725,1
3257,20260725,1
2713,20260725,1
2299,20260725,1
1377,20260725,1
5137,20260725,1
4188,20260725,1
5095,20260725,1
4700,20260725,1
4879,20260725,1
4149,20260725,1
5711,20260725,1
5266,20260725,1
372,20260725,1
53,20260725,1
2736,20260725,1
4586,20260725,1
269,20260725,1
40,20260725,1
4374,20260725,1
1720,20260725,1
2086,20260725,1
2139,20260725,1
2197,20260725,1
1786,20260725,1
4415,20260725,1
4794,20260725,1
4205,20260725,1
4656,20260725,1
4070,20260725,1
2826,20260725,1
3421,20260725,1
5517,20260725,1
1226,20260725,1
1018,20260725,1
5793,20260725,1
3800,20260725,1
5059,20260725,1
4391,20260725,1
2449,20260725,1
3401,20260725,1
183,20260725,1
3400,20260725,1
3980,20260725,1
4553,20260725,1
3569,20260725,1
691,20260725,1
2893,20260725,1
4213,20260725,1
2437,20260725,1
989,20260725,1
3150,20260725,1
5734,20260725,1
3479,20260725,1
2209,20260725,1
4493,20260725,1
759,20260725,1
3704,20260725,1
4764,20260725,1
4930,20260725,1
4046,20260725,1
1601,20260725,1
386,20260725,1
157,20260725,1
1082,20260725,1
2543,20260725,1
1209,20260725,1
4248,20260725,1
5533,20260725,1
2017,20260725,1
1252,20260725,1
678,20260725,1
4289,20260725,1
1837,20260725,1
1589,20260725,1
5480,20260725,1
5740,20260725,1
239,20260725,1
2569,20260725,1
381,20260725,1
2113,20260725,1
1520,20260725,1
4061,20260725,1
1678,20260725,1
1997,20260725,1
3950,20260725,1
4433,20260725,1
3616,20260725,1
5387,20260725,1
953,20260725,1
2548,20260725,1
2309,20260725,1
4168,20260725,1
2598,20260725,1
727,20260725,1
3068,20260725,1
3878,20260725,1
2910,20260725,1
5597,20260725,1
1363,20260725,1
3556,20260725,1
1153,20260725,1
4273,20260725,1
2014,20260725,1
5580,20260725,1
2626,20260725,1
2526,20260725,1
2992,20260725,1
2963,20260725,1
3603,20260725,1
5112,20260725,1
1946,20260725,1
5005,20260725,1
5292,20260725,1
96,20260725,1
314,20260725,1
5686,20260725,1
1134,20260725,1
121,20260725,1
1853,20260725,1
3297,20260725,1
4770,20260725,1
1361,20260725,1
282,20260725,1
1060,20260725,1
1077,20260725,1
4957,20260725,1
3567,20260725,1
5115,20260725,1
3831,20260725,1
3715,20260725,1
1366,20260725,1
43,20260725,1
660,20260725,1
371,20260725,1
1776,20260725,1
2159,20260725,1
5497,20260725,1
4729,20260725,1
699,20260725,1
454,20260725,1
1301,20260725,1
1151,20260725,1
3025,20260725,1
5063,20260725,1
2729,20260725,1
2675,20260725,1
1011,20260725,1
3275,20260725,1
2562,20260725,1
1476,20260725,1
5741,20260725,1
926,20260725,1
3152,20260725,1
379,20260725,1
631,20260725,1
4164,20260725,1
5523,20260725,1
2883,20260725,1
2244,20260725,1
1295,20260725,1
5399,20260725,1
1585,20260725,1
3191,20260725,1
1307,20260725,1
2942,20260725,1
1282,20260725,1
3080,20260725,1
3059,20260725,1
441,20260725,1
4400,20260725,1
5843,20260725,1
52,20260725,1
5240,20260725,1
1859,20260725,1
2132,20260725,1
4962,20260725,1
3115,20260725,1
4985,20260725,1
2922,20260725,1
5544,20260725,1
1940,20260725,1
2774,20260725,1
2125,20260725,1
859,20260725,1
4138,20260725,1
3367,20260725,1
5347,20260725,1
533,20260725,1
1463,20260725,1
3001,20260725,1
5699,20260725,1
3905,20260725,1
1352,20260725,1
1451,20260725,1
949,20260725,1
3482,20260725,1
2902,20260725,1
2792,20260725,1
1454,20260725,1
5656,20260725,1
1380,20260725,1
5150,20260725,1
8,20260725,1
356,20260725,1
542,20260725,1
3749,20260725,1
3684,20260725,1
5724,20260725,1
3237,20260725,1
5370,20260725,1
3948,20260725,1
5014,20260725,1
997,20260725,1
4263,20260725,1
4922,20260725,1
4864,20260725,1
5516,20260725,1
4288,20260725,1
1388,20260725,1
2798,20260725,1
2147,20260725,1
4993,20260725,1
152,20260725,1
1184,20260725,1
330,20260725,1
4398,20260725,1
3173,20260725,1
2030,20260725,1
4052,20260725,1
768,20260725,1
213,20260725,1
3895,20260725,1
5604,20260725,1
1328,20260725,1
2502,20260725,1
2633,20260725,1
4242,20260725,1
805,20260725,1
3296,20260725,1
4891,20260725,1
3003,20260725,1
1598,20260725,1
2542,20260725,1
244,20260725,1
705,20260725,1
5664,20260725,1
3024,20260725,1
5408,20260725,1
1206,20260725,1
3507,20260725,1
3597,20260725,1
5398,20260725,1
2643,20260725,1
3966,20260725,1
5812,20260725,1
3286,20260725,1
1306,20260725,1
4488,20260725,1
4534,20260725,1
3083,20260725,1
151,20260725,1
2816,20260725,1
4017,20260725,1
19,20260725,1
3305,20260725,1
3996,20260725,1
2174,20260725,1
885,20260725,1
4292,20260725,1
1778,20260725,1
1911,20260725,1
173,20260725,1
4577,20260725,1
5455,20260725,1
681,20260725,1
4768,20260725,1
3095,20260725,1
5303,20260725,1
795,20260725,1
317,20260725,1
1829,20260725,1
4620,20260725,1
5231,20260725,1
376,20260725,1
5011,20260725,1
1403,20260725,1
5330,20260725,1
